Player,Y,SCR,HA,PlusMinus,BLK,Cmp%,eUPV
Dmitry Suvorov,2326,33,16,27,1,97.69,48.0
Tarik Akyuz,3288,32,13,22,13,89.39,48.0
Jake Reinhardt,1835,31,8,31,7,92.31,48.0
Gavin May,1648,27,14,28,5,97.03,47.0
Danny Landesman,2321,39,10,30,2,92.81,47.0
Miguel Goderre,1940,23,31,19,2,97.36,47.0
Liam Haberfield,2438,31,13,28,3,97.01,46.0
William Brandt,2294,36,14,27,2,95.56,46.0
Sterling Knoche,1504,32,4,34,5,94.83,45.0
Rowan McDonnell,3348,33,19,21,5,94.89,45.0
Max Gibson,2796,35,16,23,8,87.5,44.0
Anson Reppermund,2408,27,14,24,10,92.96,44.0
Jacob Anthuvan,2563,36,9,30,3,91.96,43.0
Jimmy Towle,2825,30,15,25,5,95.03,43.0
Eric Brodbeck,1917,28,11,27,9,92.14,42.0
Charles Weinberg,3092,28,25,18,5,94.51,42.0
Keegan North,2328,34,20,23,2,93.85,42.0
Max Williams,2064,32,14,27,3,95.56,42.0
William Wettengel,953,13,6,28,22,87.72,42.0
Jack Brown,2483,31,12,24,9,94.16,42.0
Anders Juengst,3193,41,16,23,1,94.35,41.0
Joe Richards,1567,40,5,34,1,91.07,41.0
Lukas McClamrock,1162,15,12,25,16,94.48,41.0
Tommy Li,2624,36,13,26,4,91.41,41.0
Rocco Linehan,2097,29,10,25,12,90.07,40.0
Philippe Le Bourdais,1837,34,8,31,3,93.85,40.0
Paul Owens,1091,19,11,24,16,95.57,40.0
Nicholas Betsch,4473,37,21,15,7,91.59,39.0
Jeremy Keusch,3028,39,12,24,4,94.76,39.0
Joshua Wilson,3798,31,27,16,2,95.38,38.0
Grant Lindsley,4253,37,15,23,1,95.81,38.0
Jacques Nissen,3409,29,20,21,3,96.09,37.0
Alex Davis,931,18,6,29,15,92.68,37.0
Calvin Brown,3409,39,19,14,12,86.42,36.0
Jake Rubin-Miller,1069,14,11,23,20,90.8,36.0
Michael Kiyoi,2854,31,17,23,3,95.86,36.0
Jeff Holm,1865,29,10,29,4,95.41,35.0
Tanner Halkyard,2937,38,12,25,5,86.4,35.0
Max Thorne,2296,28,16,26,1,98.84,35.0
Matthew Rehder,2672,21,18,19,14,88.24,35.0
Asher Lantz,825,20,1,32,15,90.0,34.0
Mike Arcata,4002,44,14,21,3,89.3,34.0
William St-Pierre,2608,31,16,24,3,93.71,34.0
William Brandt,3990,41,15,17,7,92.29,33.0
Alex Thorne,3806,31,23,18,2,95.16,33.0
Jeremy Burril,2086,34,17,24,1,94.7,33.0
Andrew Moore,2612,35,13,24,5,90.79,33.0
Antoine Davis,1882,27,6,28,11,88.51,32.0
Shane Earley,1771,34,7,30,5,87.84,32.0
Paul Owens,2346,32,14,24,4,95.36,32.0
Declan Miller,3516,35,17,20,5,90.24,32.0
Nabil Chaouch,2645,39,12,26,1,90.83,31.0
Jake Reinhardt,1850,21,8,25,14,93.33,31.0
Sawyer Thompson,3156,38,12,23,6,86.11,31.0
Christophe Tremblay-Joncas,1540,15,7,26,16,95.52,31.0
Gavin May,1470,24,5,30,10,91.43,31.0
Morgan Sommer,3178,34,19,22,0,93.92,31.0
John McMonigal,2554,30,17,23,2,97.56,30.0
Nate Pettyjohn,1752,35,6,30,4,90.91,30.0
Jeff Wodatch,3233,28,16,23,3,96.59,30.0
Colin Berry,2836,36,11,25,5,87.1,30.0
Jack Kelly,1556,29,12,27,4,94.51,30.0
Clint McSherry,3922,32,28,13,3,93.2,30.0
Jordan Taylor,2865,35,12,24,4,91.23,29.0
Hunter Corbett,1936,29,7,28,8,89.74,29.0
Jason Vallee,1791,21,14,21,13,92.53,28.0
Reese Bowman,1939,30,5,28,8,91.94,27.0
Benjamin Preiss,2902,39,8,25,4,91.75,27.0
Mark Henke,1813,26,8,28,7,93.02,27.0
Michael Kiyoi,2621,37,14,22,3,93.15,26.0
Jace Bruner,873,16,7,26,15,94.38,25.0
Keith McRae,2202,30,14,25,2,94.44,25.0
Conor Kline,1309,33,4,32,3,92.16,25.0
Tony Poletto,2316,33,23,17,2,96.63,25.0
Kelsen Alexander,2459,27,14,23,6,92.75,25.0
Bret Bergmeier,1933,30,14,21,9,87.4,24.0
Calvin Trisolini,4441,38,24,12,3,93.88,24.0
Andrew Roy,5121,28,28,12,2,96.56,24.0
Charles Asselin,2078,22,11,20,16,88.59,24.0
Eric Witmer,1347,20,6,26,14,92.23,24.0
William Brandt,2602,34,12,23,4,95.02,24.0
Jordan Queckboerner,1204,15,6,25,17,92.66,23.0
JP Burns,1992,25,9,25,9,92.22,23.0
Jimmy Towle,2896,28,18,21,2,98.25,22.0
Eli Artemakis,1599,29,9,28,4,90.57,22.0
John Stubbs,2065,29,16,23,3,92.68,22.0
Ben Ashton,1812,23,18,19,9,91.33,21.0
Kyle Weinberg,1524,18,7,23,18,85.71,21.0
Jacob Fella,1729,22,7,27,9,95.29,21.0
Benjamin Preiss,1403,25,8,27,7,95.83,21.0
Mark Baldauf,2671,26,13,18,12,92.52,20.0
Dexter Clyburn,3480,36,17,16,6,91.0,20.0
Josh Klane,5012,49,18,13,1,90.66,19.0
Anson Reppermund,2044,27,13,21,9,87.74,18.0
Topher Davis,1604,35,5,30,1,94.03,18.0
Aidan Downey,1066,23,7,28,7,98.2,18.0
Miles Grovic,1042,19,6,28,9,100.0,17.0
Zach Slayton,1758,24,12,21,10,95.21,17.0
Drew Swanson,391,8,3,26,20,100.0,17.0
Connor Newell,2705,32,25,14,3,89.55,17.0
Rhys Bergeron,1012,15,4,27,15,92.96,17.0
Garrett Martin,1661,23,8,24,11,92.19,17.0
Marcel Osborne,3049,40,13,22,0,90.05,17.0
Joshua Wilson,2386,27,16,21,4,95.53,17.0
Kyle Romard,2958,27,21,18,2,95.38,15.0
Joe White,2408,34,9,26,1,92.72,15.0
Ben Field,2952,40,9,23,2,90.53,15.0
Drew Swanson,828,14,7,26,13,96.55,15.0
Seth Weaver,1022,23,12,24,7,93.33,14.0
Paul Arters,2461,32,17,20,2,90.86,14.0
Shane Heath,2133,34,8,26,2,92.74,14.0
Simon Dastrup,1228,24,4,28,9,91.07,14.0
Rick Gross,2600,26,19,19,3,98.01,14.0
Seth Gudeman,937,15,4,26,15,96.15,13.0
Topher Davis,2018,28,8,25,6,91.4,13.0
Jack Brown,2392,34,12,22,4,85.15,13.0
Brandon Jordan,2163,28,11,20,10,86.36,13.0
Colin Berry,3124,39,8,22,4,88.76,13.0
Jimmy Zuraw,2586,23,19,14,11,92.0,13.0
Matthew Armour,2050,27,12,20,9,90.07,12.0
Jeremy Langdon,1758,26,9,24,7,93.64,12.0
Adam Miller,1874,26,14,21,6,94.01,12.0
Miguel Goderre,3297,29,16,17,6,95.64,12.0
Alexandre Fall,1020,25,3,29,7,97.14,11.0
Dax Miller,2880,21,18,14,12,92.17,11.0
Michael Kiyoi,2756,37,11,23,0,94.23,11.0
Jesse Cohen,1500,33,6,28,2,90.67,11.0
Jack Brown,2318,28,8,24,6,91.21,10.0
Cole Davis-Brand,3682,28,27,11,3,93.17,10.0
Paul Owens,1163,16,11,21,13,95.1,9.0
KJ Koo,2292,24,11,21,8,91.93,8.0
Leo Sovell-Fernandez,3816,30,11,22,2,96.11,8.0
Marcel Osborne,1936,31,15,21,2,90.0,8.0
Elliott Moore,1841,27,10,20,10,87.5,8.0
Christian Belus,771,17,5,24,15,90.0,8.0
Alex Davis,1699,23,13,22,6,95.18,8.0
Orion Cable,2011,22,17,19,6,90.67,7.0
Gustav Haflin,929,20,5,27,9,95.56,7.0
Brent George,2482,32,15,21,0,94.15,6.0
Mac Weber,1572,16,16,18,11,94.44,6.0
Scott Heyman,2311,27,12,22,4,94.12,6.0
JP Burns,1512,29,11,23,4,90.0,6.0
Shane Worthington,1992,19,8,17,19,81.19,6.0
Kelvin Huang,2267,29,13,22,2,96.62,6.0
Max Sample,2745,27,14,20,4,95.03,6.0
Luke Marks,1125,21,4,27,9,94.81,6.0
Griffin McKee,2662,31,13,21,2,92.78,5.0
Carson Chamberlain,2591,26,14,21,3,96.03,5.0
Raphy Hayes,2901,28,11,20,6,91.41,5.0
Akifumi Muraoka,3629,29,17,14,7,89.19,5.0
Marques Brownlee,1412,19,8,21,14,83.53,5.0
Kyle Kolafa,1247,20,3,27,10,93.48,5.0
Peter Lenz,3336,32,13,19,3,93.94,5.0
Gus Norrbom,2327,25,17,21,1,98.61,5.0
Nico Lake,2508,22,20,18,3,95.96,5.0
Eli Artemakis,1799,23,12,24,3,96.55,4.0
Kenny Lane III,3011,25,25,15,0,96.87,4.0
CJ Colicchio,2114,26,13,22,3,96.46,4.0
Brett Matzuka,1544,12,21,16,10,97.46,4.0
Pat Shriwise,2598,31,15,20,1,96.25,4.0
Mikey O'Brien,1794,22,11,20,10,86.05,4.0
Ethan Fortin,2496,25,16,19,4,96.73,4.0
Noah Hanson,1002,17,7,23,13,88.68,4.0
Tyler Randall,813,20,2,27,11,96.05,3.0
Mitchell Steiner,1609,18,10,18,15,90.1,3.0
Joe Leibforth,1101,19,2,26,13,80.56,3.0
Luke Marks,804,15,4,25,14,94.12,3.0
Brandon Matis,777,14,4,25,14,93.33,2.0
Joshua Zdrodowski,1544,30,5,26,4,91.78,2.0
Joseph Cubitt,4874,41,25,5,3,94.04,1.0
Paul Krenik,744,17,3,27,11,97.5,1.0
Ryan Drost,734,11,5,22,18,88.52,1.0
Anson Reppermund,1346,17,7,22,13,88.24,1.0
Kyle Rubin,3076,25,24,15,0,93.55,0.0
Elliott Moore,1720,29,7,22,7,90.0,0.0
Jensen Wells,2144,27,14,21,2,96.69,0.0
Chris Ellis,40,1,0,1,1,0.0,-0.0
Anson Reppermund,3325,29,15,16,5,92.47,-0.0
Brian Stout,1486,20,10,23,7,94.55,0.0
Matthew Mcknight,3181,30,19,16,1,94.4,-0.0
Bryan Walsh,6066,47,24,3,2,91.18,-0.0
Keith McRae,2269,31,7,23,4,89.81,-0.0
Matt Stevens,862,26,3,29,4,100.0,-0.0
Jason Huynh,1844,26,15,20,3,92.86,-0.0
Nick Thompson,1769,26,12,23,2,94.68,-1.0
David Richardson,473,12,1,26,16,94.12,-1.0
Bobby Ley,3280,34,16,15,3,92.97,-1.0
Rocco Linehan,2038,28,9,21,6,88.24,-1.0
Andrew Carroll,2893,34,13,20,0,92.81,-1.0
David Bloodgood,1345,15,13,17,14,93.22,-1.0
Dean Ramsey,410,7,4,24,18,94.44,-1.0
Quinn Buermeyer,2477,39,7,20,4,88.46,-1.0
Kyle Rubin,1446,23,20,19,1,95.52,-2.0
Ryan Drost,519,8,2,24,19,93.88,-2.0
Mitchell Steiner,2087,18,13,18,10,92.61,-2.0
Casey Wu,1925,30,12,22,1,92.39,-2.0
Chris Bartoli,820,19,1,27,11,90.48,-2.0
Dean Ramsey,956,23,2,26,9,87.88,-3.0
Joshua Wilson,2060,23,20,15,5,94.07,-3.0
Jonathan Edwards,1547,32,1,27,4,88.89,-3.0
Reese Bowman,2103,27,10,21,5,92.91,-3.0
Tony Mounga,1274,18,1,25,13,90.16,-3.0
Jeremy Keusch,1379,15,10,21,11,94.55,-3.0
Jack Havey,4303,37,20,11,1,92.56,-4.0
Mike Drost,629,15,8,24,10,100.0,-4.0
Matt Russnogle,1164,25,3,26,6,84.62,-5.0
Philippe Le Bourdais,1581,31,7,25,1,90.63,-5.0
Ethan Bloodworth,2278,27,18,17,2,95.72,-5.0
Anil Driehuys,3056,33,7,22,2,92.92,-5.0
KJ Koo,1642,23,10,20,8,91.4,-5.0
Bradley Seuntjens,2002,21,13,18,8,90.35,-5.0
Travis Carpenter,3671,31,13,17,3,96.17,-5.0
Max Trifillis,1102,18,4,24,11,91.84,-6.0
Steven Milardovich,2900,28,11,19,4,91.67,-7.0
AJ Merriman,1470,18,4,24,10,89.47,-7.0
Duncan Fitzgerald,3637,31,23,10,2,94.44,-7.0
Antoine Davis,705,11,1,25,16,97.44,-7.0
Nick Hutton,735,18,4,21,15,89.38,-7.0
Luc Comire,2680,24,17,16,4,94.74,-8.0
Tyler Mitchuson,118,4,0,2,1,33.33,-8.0
Solomon Rueschemeyer-Bailey,3176,23,28,11,0,97.48,-8.0
Terrence Mitchell,1324,21,4,23,10,90.0,-8.0
Jeff Wodatch,1864,28,10,23,1,94.83,-8.0
Brett Hulsmeyer,839,12,3,21,18,89.33,-8.0
Daniel Lee,1243,17,6,25,8,100.0,-8.0
Tarik Akyuz,1743,25,6,23,6,91.21,-8.0
Oliver Fay,1148,18,9,21,9,90.0,-9.0
Jesse Johnson,1441,23,6,24,6,97.0,-9.0
Sam Cook,2821,30,13,19,1,95.19,-9.0
Moussa Dia,719,15,4,24,12,93.62,-9.0
Jonny Hoffman,1072,13,8,23,10,97.14,-10.0
Vincent Lemieux,3735,34,13,13,5,91.26,-10.0
Michael Tran,1429,19,12,20,7,95.2,-10.0
Michael Tran,2257,23,18,14,6,94.48,-10.0
Joshua Wilson,2240,24,9,18,9,93.06,-10.0
Jason Vallee,1205,25,9,21,6,94.07,-10.0
Paul Krenik,1130,26,4,26,4,98.18,-11.0
Marc Munoz,3593,33,14,16,1,93.62,-11.0
Jake Johnson,5102,39,12,10,6,93.17,-11.0
Solomon Rueschemeyer-Bailey,3851,19,24,11,4,97.39,-11.0
Justin Burnett,920,17,3,25,10,92.86,-11.0
Jeremy Langdon,1252,22,9,23,4,92.16,-12.0
Jacob Sames,2538,16,22,13,6,96.83,-12.0
Quinn Buermeyer,2311,21,13,18,6,95.48,-12.0
Jordan Queckboerner,1108,12,3,22,15,89.39,-12.0
Kai DeLorenzo,2355,21,20,6,13,84.92,-13.0
Wyatt Berreman,1246,15,5,19,15,87.5,-13.0
AJ Merriman,972,12,4,19,17,84.21,-13.0
Michael Fairley,1548,21,11,19,7,92.57,-13.0
Luke Marks,773,15,9,22,9,96.49,-13.0
Adam Turcotte,3970,25,16,14,4,94.69,-13.0
James Pollard,1679,22,3,22,9,85.71,-13.0
Quinn Snider,1766,28,9,22,2,93.83,-13.0
Oliver Fay,1113,17,6,23,9,96.08,-14.0
Robin Vickers Batzdorf,679,16,10,19,11,92.81,-14.0
Cody Curran,1172,22,4,24,7,92.11,-14.0
Bryce Lozinski,2489,28,13,19,1,95.31,-14.0
Aaron Rosenthal,941,16,8,21,9,89.13,-15.0
Anders Juengst,1204,25,8,24,2,96.04,-15.0
Mitchell Steiner,1944,16,12,14,13,89.47,-15.0
Matthew Crawford,1915,27,11,20,2,91.97,-15.0
Matt Hanna,845,17,7,21,10,89.83,-15.0
Eric Witmer,1592,19,9,18,10,90.91,-16.0
Raphy Hayes,2303,27,10,17,5,86.46,-16.0
Pete Zaccardi,1777,21,10,19,7,94.52,-16.0
Terry Gaither,1596,27,4,22,6,91.14,-16.0
AJ Merriman,1421,20,6,18,11,82.86,-16.0
JP Burns,1360,23,6,22,6,91.53,-17.0
Eli Park,2878,22,17,10,9,88.76,-17.0
Eric Brodbeck,2068,23,13,19,3,95.91,-17.0
Gregory Moreno,1573,15,10,18,11,94.81,-17.0
Drew Swanson,1157,17,4,22,10,87.5,-17.0
Victor Luo,3016,26,16,12,6,93.13,-18.0
Clint McSherry,2745,27,15,15,3,93.33,-18.0
Thomas Coolidge,1709,22,11,20,4,94.83,-18.0
Benjamin Sadok,4022,29,14,14,3,94.99,-18.0
Cameron Lacy,1109,16,13,14,12,90.0,-19.0
Tony Mounga,1025,22,3,19,9,76.47,-19.0
Derek Mourad,1870,22,13,20,2,97.81,-19.0
Carter Rae,1723,24,11,20,3,94.9,-19.0
Griffin McKee,2112,24,8,20,5,94.52,-20.0
Devon Terry,1351,19,5,20,10,89.36,-20.0
Cameron Kennedy,2233,27,9,19,3,90.91,-20.0
Joe Merrill,680,12,4,23,12,96.43,-20.0
Spencer Lofink,1422,23,5,21,7,90.35,-20.0
Jack Brown,2128,28,7,21,2,89.66,-20.0
Conner Henderson,2052,23,11,18,5,95.9,-21.0
Jake Carrico,717,16,4,23,10,95.16,-21.0
Adam Simon,2531,25,11,19,2,94.15,-21.0
Quentin Bonnaud,1457,26,3,25,3,95.52,-21.0
Jack Shanahan,1684,27,5,22,3,89.29,-21.0
Nate Goff,1276,17,4,15,16,82.42,-21.0
Tyler Chan,3183,29,7,20,2,94.55,-21.0
Cole Jurek,2750,27,9,21,1,98.4,-21.0
Kevin Quinlan,2693,36,10,16,1,90.0,-21.0
Alexandre Fall,746,17,3,23,9,88.0,-21.0
Marques Brownlee,1005,15,5,19,12,84.62,-21.0
Nick Hutton,1005,12,4,20,14,90.0,-21.0
Tannor Johnson-Go,1867,27,14,16,2,89.63,-22.0
Jasper Tom,1055,16,5,20,11,90.28,-22.0
John Randolph,1364,18,14,18,5,95.18,-22.0
Avery Johnson,1671,25,11,21,1,98.33,-22.0
Ke'ali McCarter,1194,11,2,18,17,85.0,-22.0
Nathan Hsieh,1200,25,5,23,3,89.74,-22.0
Jacob Duquette,2262,26,17,12,4,90.43,-23.0
Khalif El-Salaam,1492,25,2,17,12,86.41,-23.0
Oscar Stonehouse,1771,24,8,19,5,90.72,-23.0
Noah Saul,1447,20,11,16,9,93.84,-23.0
Spencer Lofink,1820,28,3,20,6,89.23,-24.0
Steven Milardovich,1413,19,8,18,9,91.94,-24.0
Jake Rubin-Miller,1189,18,2,22,10,92.0,-24.0
Zeppelin Raunig,1651,25,7,20,5,95.24,-24.0
Wilkie Lewis,2358,26,10,19,2,94.03,-24.0
Lincoln Grench,1010,24,5,22,5,92.86,-25.0
Nick Pappas,1094,20,5,24,5,98.04,-25.0
Zachary Armstrong,754,12,3,20,13,85.71,-25.0
Jackson Potts,1560,21,6,18,9,89.57,-25.0
Casey Wu,1555,28,6,22,1,90.67,-25.0
Connor DeLuna,724,21,0,27,6,100.0,-26.0
Conner Stillwell,3366,28,12,16,1,92.62,-26.0
Wyatt Berreman,770,15,5,23,9,100.0,-26.0
Aidan Lopez-Escarez,1118,15,6,13,10,71.11,-26.0
Kevin Healey,1798,24,6,22,3,93.98,-26.0
Matt Tucker,632,13,1,21,13,86.21,-26.0
Bryan Nguyen,2200,23,6,23,2,97.56,-27.0
Brian Gfroerer,1939,21,18,13,4,93.64,-27.0
Max Williams,1778,24,11,19,2,95.28,-27.0
Rocco Linehan,418,11,6,21,12,96.91,-27.0
Noah Chambers,2115,25,8,21,1,93.33,-27.0
Trey Dynes,2081,26,11,16,4,92.75,-27.0
Michael Tran,1561,21,12,15,8,95.59,-27.0
David Cranston,1044,9,9,18,12,93.75,-28.0
Steve Mogielski,865,11,6,17,14,87.8,-28.0
Brendan McCann,944,16,13,17,7,95.51,-28.0
Charlie McCutcheon,788,16,3,23,9,95.59,-28.0
Colin Beauregard,1786,18,6,15,13,90.71,-28.0
Orion Cable,1470,27,5,20,3,86.79,-28.0
Chris Lung,3163,34,16,8,4,90.76,-28.0
Chris Roach,1457,23,7,12,5,71.43,-29.0
Marc Munoz,2487,21,20,9,5,90.42,-29.0
Parker Bray,2178,23,11,16,4,90.57,-29.0
Robin Vickers Batzdorf,1847,17,15,15,6,96.19,-29.0
Jack Havey,2709,24,12,12,7,89.55,-29.0
Jeremy Knopf,2280,13,19,15,4,99.17,-29.0
Paul Krenik,1285,18,10,20,5,97.5,-29.0
Chris Roach,1027,18,1,14,11,73.08,-30.0
Michael Ntende,9,0,0,1,1,50.0,-30.0
Jordan Queckboerner,779,11,4,18,13,85.71,-30.0
Will Turner,1033,17,8,17,10,92.37,-30.0
Victor Luo,3983,30,14,10,4,94.32,-31.0
Charlie Vukovic,1091,14,3,20,11,91.11,-32.0
Tyler Chan,2113,19,12,14,7,91.34,-32.0
Raekwon Adkins,1270,26,3,18,6,85.14,-32.0
Jamie Kauffman,1052,17,5,21,7,92.11,-32.0
Zachary Burpee,2030,28,9,17,1,87.72,-32.0
Reese Bowman,1513,16,15,12,9,92.7,-32.0
Liam Haberfield,1599,22,5,18,7,89.38,-32.0
Paul Owens,1824,21,11,16,5,92.86,-33.0
Chris Bartoli,510,5,6,16,16,86.21,-33.0
Brad Houser,2601,27,6,18,3,91.06,-33.0
Nabil Chaouch,1117,20,3,19,8,86.96,-33.0
Jake Kenniv,2306,21,16,11,5,89.63,-33.0
Jasper Tom,775,18,4,21,8,93.44,-33.0
Benjamin Sokolowsky,2120,23,14,16,2,96.63,-33.0
Nate Little,582,12,3,14,9,71.43,-34.0
Jonathan Mast,4054,27,21,6,3,93.92,-34.0
Chris Walsh,3052,27,14,12,3,93.38,-34.0
Justin Winn,2217,31,8,14,2,84.48,-34.0
Munis Thahir,1573,23,8,18,4,91.67,-34.0
Pete Zaccardi,1689,24,2,18,8,88.24,-34.0
Jeff Zhao,2386,18,19,9,7,93.91,-34.0
Ross Barker,2160,22,10,15,5,90.85,-35.0
William Coffin,1539,22,5,17,7,88.35,-35.0
Henry Goldenberg,3941,33,13,9,4,94.42,-35.0
Brandon Matis,795,9,2,19,15,91.23,-35.0
Karl Ekwurtzel,2352,22,12,19,0,98.68,-35.0
Dustin Damiano,2377,16,27,7,3,94.74,-35.0
Mick Walter,905,12,9,17,10,93.22,-36.0
André Arsenault,703,12,4,18,12,88.46,-36.0
Elijah Long,1834,24,12,14,5,94.85,-36.0
Lukas McClamrock,843,18,12,16,5,90.91,-36.0
Conner Henderson,1145,20,10,18,4,93.75,-36.0
Mark Henke,491,11,5,19,10,87.88,-36.0
Topher Davis,1313,22,5,21,4,94.25,-36.0
Joe Leibforth,546,15,4,23,8,100.0,-36.0
Drew Happe,1212,16,11,18,6,97.79,-36.0
Avery Johnson,1447,18,10,19,4,96.49,-36.0
Christophe Tremblay-Joncas,1820,18,7,16,9,93.13,-37.0
Sam Stark,1144,18,8,21,4,98.39,-37.0
Jace Bruner,596,9,1,20,14,90.91,-37.0
Dominic Jacobs,916,17,3,20,9,92.31,-37.0
Wayne Lu,93,2,0,4,5,57.14,-38.0
Tim Schoch,1149,18,9,20,4,98.03,-38.0
Marc Munoz,2187,28,14,9,4,86.81,-38.0
Cam Thatcher,1336,24,4,20,3,89.32,-38.0
Elliott Moore,1418,22,9,19,2,93.75,-38.0
Noah Celuch,2643,22,13,12,6,95.48,-39.0
Marc Munoz,2054,22,15,14,2,95.91,-40.0
Jeffrey Robinson,855,12,11,14,10,91.26,-40.0
Thomas Lalonde-Landry,649,9,5,18,13,93.59,-40.0
Tanner Robinson,1733,19,7,17,7,94.56,-40.0
Christophe Tremblay-Joncas,889,14,8,17,8,90.74,-40.0
Nick Mahan,944,10,6,19,11,97.5,-41.0
Jack Hatchett,1189,20,3,16,6,81.63,-41.0
Felix Moren,2448,27,5,15,3,85.71,-41.0
Daniel Brunker,1866,22,10,15,4,91.45,-41.0
Marty Adams,1723,16,13,13,6,90.7,-41.0
Gavin Leahy,1735,21,11,17,2,94.06,-41.0
Phillip Joyce,349,10,1,12,11,73.08,-42.0
Oliver Artus,1638,25,4,19,2,89.06,-42.0
Chase Marty,838,19,3,22,6,97.78,-42.0
Devon Terry,826,14,2,22,9,97.37,-42.0
Genichi Nakano,1335,15,0,17,13,89.06,-42.0
Rhys Bergeron,664,12,4,20,10,95.35,-42.0
Tobias Brooks,1689,22,9,19,1,95.06,-42.0
Nathanial Dick,3617,21,24,7,1,97.31,-42.0
Joshua Venegas,273,8,1,20,14,92.31,-42.0
Marques Brownlee,1485,17,10,12,7,84.62,-42.0
Sam VanDusen,3074,27,10,4,10,83.41,-42.0
Josh Moore,1206,17,8,18,5,93.33,-43.0
Jordan Rhyne,3580,25,21,3,5,91.91,-43.0
Zachary Cotter,1309,17,3,15,9,83.87,-43.0
Parker Howard,2005,24,6,16,5,91.67,-43.0
Simon Charette,373,7,3,5,2,61.54,-43.0
Jakeem Polk,639,10,2,20,13,96.3,-43.0
Grant Lindsley,2762,25,11,13,3,93.31,-44.0
Daniel Ritthaler,1413,22,4,18,6,92.99,-44.0
Bret Bergmeier,1430,18,10,16,5,94.12,-44.0
Joe White,1754,24,10,15,2,90.65,-44.0
Mike Drost,783,11,5,20,10,98.44,-44.0
Jeff Weis,3132,32,18,7,1,93.93,-44.0
Jack Kelly,1679,26,10,16,1,92.91,-44.0
Noah Coolman,1102,16,4,15,9,85.71,-45.0
Ryan Shigley,1639,19,7,16,7,93.98,-45.0
Conner Stillwell,2227,19,13,12,4,90.63,-46.0
Everett Saunders,1054,15,3,18,9,91.18,-46.0
Caleb Stanish,883,13,7,17,9,94.34,-46.0
Aidan Lopez-Escarez,535,7,2,15,15,85.0,-46.0
Dylan Power,2543,20,14,13,3,95.88,-46.0
Wilkie Lewis,1528,20,10,15,3,89.86,-46.0
Greg Martin,1520,19,7,19,4,96.88,-46.0
Isaac Leonard,1098,15,9,18,5,95.08,-46.0
Eric Witmer,1342,14,10,17,6,96.92,-47.0
Daniel Robinson,2184,21,11,15,3,95.8,-47.0
Trevor Purdy,717,9,5,18,11,93.75,-47.0
Will Hoffenkamp,2725,26,17,7,4,93.62,-47.0
Kai DeLorenzo,2688,21,14,8,5,88.03,-47.0
Chris Bartoli,578,12,3,19,10,92.59,-47.0
William St-Pierre,1581,25,5,18,1,89.66,-48.0
Kurt Gibson,1425,21,5,18,5,94.2,-48.0
James Kittlesen,775,9,3,18,12,92.31,-48.0
Tony Mounga,974,16,2,21,6,92.86,-48.0
Robin Vickers Batzdorf,671,11,10,14,10,93.22,-49.0
Will Selfridge,1715,21,7,17,3,92.79,-49.0
Fletcher Hare,1126,13,3,20,9,97.22,-49.0
Jesse Johnson,1210,17,6,16,7,91.36,-49.0
Jake Radack,3505,25,18,7,2,93.81,-49.0
Andrew Meshnick,683,12,4,17,10,90.2,-49.0
John Clyde,2313,28,12,6,5,86.03,-50.0
Nick Hutton,829,14,5,13,12,88.66,-50.0
Ben Green,561,5,2,15,15,86.21,-50.0
Rhys Bergeron,822,14,6,16,9,92.21,-50.0
Eric Witmer,1173,12,11,10,12,91.3,-50.0
Kyle Weinberg,1061,19,3,21,4,94.67,-50.0
Ryan Drost,335,8,4,20,12,100.0,-50.0
Brendan McCann,1524,17,5,13,11,91.01,-50.0
Matthew Burke,996,11,4,18,10,94.0,-50.0
Charles Guay,1085,15,9,13,9,91.54,-50.0
Ted Schewe,2773,25,10,12,3,92.51,-51.0
Eric Carter,798,13,17,11,5,91.95,-51.0
Didzis Malderis,808,17,3,19,6,91.8,-51.0
Kevin Tien,685,13,2,16,10,86.67,-51.0
Dylan Hawkins,1785,21,10,15,3,94.44,-51.0
Tannor Johnson-Go,2048,21,14,12,1,91.13,-51.0
Oscar Stonehouse,1844,19,9,11,6,86.96,-51.0
Nate Knutson,487,11,4,19,9,93.33,-51.0
Carl Johnson,1205,18,5,16,7,92.19,-52.0
Ben Landry,2443,14,10,13,8,96.21,-52.0
Antoine Dubé,798,12,4,16,10,90.0,-52.0
Christian Olsen,1831,17,15,13,3,96.54,-52.0
Abe Coffin,2076,23,12,12,2,91.62,-52.0
Kenny Furdella,1371,17,12,17,2,98.48,-52.0
Seamus Robinson,847,13,3,16,10,89.06,-52.0
Jacques Nissen,2343,18,16,12,2,96.67,-53.0
Jacky Hau,730,12,5,16,9,90.57,-53.0
Scott Radlauer,1036,11,3,15,11,88.1,-53.0
Marco Dregni,1490,20,12,13,3,92.44,-53.0
Shane Worthington,978,9,5,13,11,85.71,-53.0
David Bloodgood,1068,18,10,13,6,91.78,-53.0
Andrew Meshnick,1112,11,6,16,9,92.06,-53.0
Antoine Davis,668,9,2,16,11,86.49,-53.0
Keith McRae,2930,25,8,13,1,90.0,-54.0
Jake Steslicki,1353,17,14,13,4,95.98,-54.0
Ben Katz,3072,20,16,4,8,91.84,-54.0
Colin Berry,1244,16,8,13,8,91.3,-54.0
Colin Sunde,2714,18,14,12,3,96.44,-55.0
William Brandt,1628,23,12,14,1,95.03,-55.0
