Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,BLK/PP %,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,team_avg_min,SCR_adj,BLK_adj,+/-_adj,Y_adj,HA_adj,Cmp_adj,AST_adj,GLS_adj,T_adj,TY_adj,RY_adj,Y/CMP_adj,MP_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,MP_z,Offensive_Value,Score,team_avg_scr
Brendan Gessner,5,69,88,8,2,6,1,9,32,100.0,464,65,399,34.09,3,0,0,0,0,1,100.00,0,57,12,91,mechanix,2023,2.27,6.82,9.09,0.36,1.45,0.13,1.0,5.0,5.0,3.41,0.0,14.5,164.0,0.84,0.17,0.1,5.53,0.3,0.4,0.34,0.44,0.27,0.97,4.61,1.02,11.14,0.14,-0.07,-0.34,-1.25,0.11,-0.91,0.02,0.21,-0.01,-0.39,-1.14,-1.9,-0.26,0.17,-0.02,-0.015,-0.34
Dylan Hall,10,152,82,13,7,6,5,8,33,84.62,737,418,319,36.59,1,6,0,4,0,4,66.67,95,20,132,145,mechanix,2023,8.54,7.32,15.85,0.4,3.29,0.05,5.0,4.0,9.0,1.22,7.32,22.33,164.0,0.95,0.23,0.09,9.05,0.3,0.44,0.43,0.47,0.36,5.09,4.01,1.18,12.53,0.36,0.42,-0.51,-0.35,0.11,-0.81,0.43,0.33,0.5,-0.63,0.08,-1.6,0.9,0.37,-0.78,-0.733,-0.34
Robby Davenport,11,180,196,16,8,8,4,6,215,94.3,1982,1285,697,41.84,7,11,0,3,0,2,100.00,0,139,41,212,mechanix,2023,4.08,4.08,8.16,1.1,2.22,0.03,7.0,4.0,10.0,3.57,5.61,9.22,164.0,0.43,0.09,0.03,10.11,0.16,1.09,0.19,0.21,0.18,6.52,3.62,0.44,5.76,-0.68,-0.73,-1.57,-0.07,-0.69,0.8,-0.67,-0.71,-0.52,-0.78,0.5,-0.97,-1.04,-0.6,-0.28,-0.318,-0.34
Joseph Cubitt,12,285,369,41,30,11,3,5,615,94.04,4874,4274,600,39.84,25,34,0,5,0,22,81.48,0,285,0,345,mechanix,2023,8.13,2.98,11.11,1.67,1.05,0.02,12.0,2.0,13.0,6.78,9.21,7.93,164.0,0.3,0.05,0.01,13.17,0.13,1.66,0.16,0.12,0.16,11.49,1.68,0.24,3.45,-0.94,-1.06,-1.92,0.71,-0.86,2.2,-0.81,-1.07,-0.63,-1.53,1.96,-1.21,-1.23,-0.93,-0.13,-0.189,-0.34
Matt Gubernick,8,62,39,3,1,2,2,4,9,75.0,180,102,78,23.08,0,1,0,0,0,1,50.00,1,8,54,74,mechanix,2023,2.56,5.13,7.69,0.23,3.23,0.06,3.0,2.0,5.0,0.0,2.56,20.0,164.0,1.66,0.39,0.09,5.23,0.57,0.32,0.7,0.84,0.59,2.89,2.45,2.27,23.16,1.77,1.74,-0.51,-1.32,1.66,-1.1,1.66,1.8,1.8,-1.23,-0.57,-3.22,0.56,1.88,-0.71,-0.477,-0.34
Riley Ulmer,6,41,28,3,2,1,1,4,10,83.33,189,46,143,28.57,0,0,0,0,0,0,--,0,5,36,46,mechanix,2023,7.14,3.57,10.71,0.36,2.44,0.1,2.0,5.0,7.0,0.0,0.0,18.9,164.0,2.21,0.48,0.12,7.24,0.76,0.45,0.97,1.09,0.76,2.15,5.24,3.0,30.03,2.87,2.48,0.01,-0.81,2.75,-0.78,2.89,2.8,2.76,-0.15,-0.79,-2.56,0.4,2.86,-0.38,-0.201,-0.34
Colin Beauregard,11,196,102,4,4,0,5,3,28,82.35,502,217,285,26.47,1,5,0,1,0,3,100.00,0,8,188,202,mechanix,2023,3.92,0.0,3.92,0.27,2.55,0.02,2.0,3.0,5.0,0.98,4.9,17.93,164.0,0.69,0.19,0.03,5.16,0.24,0.31,0.32,0.33,0.28,2.26,2.94,0.92,10.72,-0.16,0.09,-1.57,-1.34,-0.23,-1.13,-0.08,-0.23,0.04,-1.04,-0.76,-2.81,0.25,0.11,-1.11,-1.232,-0.34
Caleb Stanish,4,55,42,2,1,1,2,3,11,100.0,121,22,99,30.95,0,0,0,1,0,0,--,0,16,39,57,mechanix,2023,2.38,2.38,4.76,0.26,3.64,0.05,1.0,2.0,3.0,0.0,0.0,11.0,164.0,1.53,0.36,0.06,3.64,0.53,0.34,0.66,0.77,0.53,1.0,2.74,1.94,21.32,1.51,1.49,-1.04,-1.73,1.43,-1.05,1.48,1.52,1.46,-1.12,-1.13,-2.27,-0.77,1.62,-0.53,-0.312,-0.34
Blake Krapfl,1,23,18,2,2,0,0,2,4,80.0,183,132,51,27.78,0,0,0,0,0,1,100.00,0,9,14,24,mechanix,2023,11.11,0.0,11.11,0.22,0.0,0.09,7.0,3.0,10.0,0.0,0.0,45.75,164.0,3.13,0.65,0.09,10.13,1.09,0.39,1.39,1.52,1.09,6.83,3.52,5.47,42.13,4.7,3.88,-0.51,-0.07,4.65,-0.93,4.81,4.51,4.62,-0.82,0.59,-2.65,4.37,4.59,-0.28,-0.107,-0.34
Chris Walsh,2,44,63,7,6,1,1,1,68,88.31,682,452,230,31.75,2,6,0,1,0,2,50.00,0,44,0,57,mechanix,2023,9.52,1.59,11.11,1.08,2.27,0.02,7.0,4.0,11.0,3.17,9.52,10.03,164.0,1.13,0.24,0.01,10.76,0.4,1.07,0.53,0.53,0.46,7.01,3.82,1.32,14.74,0.72,0.5,-1.92,0.09,0.69,0.75,0.88,0.57,1.06,-0.7,0.64,-2.18,-0.92,0.68,-0.98,-0.578,-0.34
Nathan Ploeger,11,132,108,8,2,6,3,1,22,70.97,665,117,548,23.15,2,8,0,2,0,1,100.00,33,48,84,147,mechanix,2023,1.85,5.56,7.41,0.2,2.27,0.01,1.0,5.0,6.0,1.85,7.41,30.23,164.0,0.69,0.16,0.01,6.33,0.24,0.24,0.28,0.36,0.29,1.26,5.12,0.98,9.66,-0.16,-0.16,-1.92,-1.04,-0.23,-1.3,-0.26,-0.11,0.1,-0.19,-1.05,-3.21,2.07,-0.04,-1.34,-1.269,-0.34
Aaron Schwieterman,1,12,10,1,1,0,0,0,10,90.91,92,78,14,40.0,0,0,0,1,0,0,--,0,4,8,11,mechanix,2023,10.0,0.0,10.0,1.0,0.0,0.0,8.0,1.0,9.0,0.0,0.0,9.2,164.0,4.73,1.0,0.0,9.47,1.67,1.0,2.07,2.33,1.67,6.87,2.93,5.95,63.73,7.89,6.77,-2.1,-0.24,7.98,0.57,7.92,7.74,7.9,-1.04,0.6,-1.19,-1.04,7.67,-0.49,-0.127,-0.34
Ben Lewis,11,238,266,46,21,25,9,38,151,92.07,3042,441,2601,40.23,9,12,0,5,0,2,100.00,0,134,104,273,havoc,2023,7.89,9.4,17.29,0.57,3.78,0.16,2.0,10.0,11.0,3.38,4.51,20.15,134.0,0.43,0.09,0.14,11.41,0.13,0.58,0.19,0.22,0.14,1.72,9.71,0.37,4.49,-0.68,-0.73,0.37,0.26,-0.86,-0.46,-0.67,-0.67,-0.75,1.59,-0.91,-1.16,0.58,-0.78,-0.14,-0.2,-0.344
Mark Baldauf,12,225,216,26,14,12,12,18,272,92.52,2671,1629,1042,38.43,13,18,1,2,0,2,25.00,0,120,105,230,havoc,2023,6.48,5.56,12.04,1.26,5.33,0.08,8.0,5.0,12.0,6.02,8.33,9.82,134.0,0.43,0.12,0.08,12.31,0.17,1.25,0.2,0.21,0.19,7.48,4.85,0.41,5.32,-0.68,-0.49,-0.69,0.49,-0.63,1.19,-0.62,-0.71,-0.46,-0.3,0.78,-1.38,-0.95,-0.66,-0.23,-0.301,-0.344
Jordan Salazar,10,133,135,15,7,8,5,14,69,90.79,1283,292,991,37.78,4,6,0,0,0,0,0.00,0,56,77,154,havoc,2023,5.19,5.93,11.11,0.51,3.76,0.11,2.0,7.0,10.0,2.96,4.44,18.59,134.0,0.61,0.14,0.1,9.52,0.21,0.53,0.26,0.31,0.22,2.26,7.29,0.7,7.85,-0.32,-0.32,-0.34,-0.22,-0.4,-0.59,-0.35,-0.31,-0.29,0.65,-0.76,-1.45,0.35,-0.3,-0.42,-0.45,-0.344
Jimmy Zuraw,11,218,251,23,12,11,11,14,276,92.0,2586,1732,854,41.43,19,18,0,2,0,3,75.00,0,142,76,245,havoc,2023,4.78,4.38,9.16,1.1,5.05,0.06,7.0,3.0,10.0,7.57,7.17,9.37,134.0,0.36,0.1,0.05,10.3,0.17,1.1,0.16,0.18,0.17,6.86,3.45,0.35,4.65,-0.82,-0.65,-1.22,-0.02,-0.63,0.82,-0.81,-0.83,-0.58,-0.84,0.6,-1.02,-1.01,-0.76,-0.28,-0.379,-0.344
Caleb Dixon,7,86,113,10,6,4,6,13,84,92.31,1150,670,480,31.86,4,3,0,0,0,3,42.86,0,57,29,108,havoc,2023,5.31,3.54,8.85,0.74,6.98,0.15,6.0,4.0,10.0,3.54,2.65,13.69,134.0,0.68,0.18,0.11,10.17,0.25,0.75,0.31,0.33,0.24,5.89,4.32,0.79,8.92,-0.18,0.01,-0.16,-0.06,-0.18,-0.04,-0.12,-0.23,-0.18,-0.5,0.31,-2.16,-0.38,-0.15,0.06,0.054,-0.344
Elliot Sakach,10,140,124,12,7,5,7,12,60,89.55,1029,537,492,43.55,4,6,0,1,0,3,100.00,0,64,76,150,havoc,2023,5.65,4.03,9.68,0.48,5.0,0.09,4.0,4.0,8.0,3.23,4.84,17.15,134.0,0.64,0.17,0.09,8.36,0.22,0.5,0.29,0.31,0.24,4.36,4.05,0.75,8.49,-0.26,-0.07,-0.51,-0.52,-0.35,-0.66,-0.21,-0.31,-0.18,-0.61,-0.14,-0.76,0.14,-0.21,-0.49,-0.518,-0.344
Kevin Land,10,133,119,16,6,10,2,11,60,95.24,1123,461,662,44.54,4,3,0,4,0,4,100.00,0,69,64,120,havoc,2023,5.04,8.4,13.45,0.5,1.5,0.08,4.0,6.0,9.0,3.36,2.52,18.72,134.0,0.69,0.14,0.09,9.46,0.23,0.52,0.29,0.36,0.23,3.92,5.58,0.8,8.59,-0.16,-0.32,-0.51,-0.24,-0.29,-0.61,-0.21,-0.11,-0.24,-0.02,-0.27,-0.64,0.37,-0.19,0.02,0.019,-0.344
Noah Powell,7,111,124,10,1,9,3,11,33,97.06,888,61,827,38.71,4,1,0,1,0,0,--,0,66,45,136,havoc,2023,0.81,7.26,8.06,0.27,2.7,0.1,0.0,7.0,7.0,3.23,0.81,26.91,134.0,0.62,0.14,0.09,7.27,0.22,0.29,0.24,0.34,0.2,0.67,6.64,0.83,8.38,-0.3,-0.32,-0.51,-0.8,-0.35,-1.18,-0.44,-0.19,-0.41,0.4,-1.22,-1.34,1.58,-0.22,-0.12,-0.121,-0.344
Zachary Cotter,9,125,119,12,5,7,6,11,50,89.29,1004,339,665,40.34,5,5,0,2,0,3,75.00,38,53,72,120,havoc,2023,4.2,5.88,10.08,0.42,4.8,0.09,3.0,6.0,8.0,4.2,4.2,20.08,134.0,0.66,0.17,0.09,8.5,0.24,0.44,0.28,0.34,0.24,2.94,5.6,0.81,8.59,-0.22,-0.07,-0.51,-0.49,-0.23,-0.81,-0.26,-0.19,-0.18,-0.01,-0.56,-1.15,0.57,-0.19,-0.37,-0.35,-0.344
Cam Albin,4,64,60,9,4,5,0,8,55,100.0,735,189,546,46.67,2,0,0,1,0,0,--,0,37,27,74,havoc,2023,6.67,8.33,15.0,0.92,0.0,0.12,3.0,9.0,12.0,3.33,0.0,13.36,134.0,1.22,0.23,0.12,12.08,0.42,0.92,0.52,0.62,0.38,3.29,8.86,1.44,15.68,0.9,0.42,0.01,0.43,0.8,0.38,0.84,0.93,0.61,1.26,-0.45,-0.39,-0.42,0.82,0.71,0.528,-0.344
Max Grove,10,138,130,9,4,5,4,8,71,93.42,982,286,696,31.54,6,4,0,1,0,1,33.33,0,79,59,144,havoc,2023,3.08,3.85,6.92,0.55,2.9,0.06,2.0,5.0,8.0,4.62,3.08,13.83,134.0,0.59,0.14,0.06,7.64,0.23,0.56,0.25,0.3,0.21,2.3,5.38,0.7,8.07,-0.36,-0.32,-1.04,-0.71,-0.29,-0.51,-0.4,-0.35,-0.35,-0.09,-0.74,-2.2,-0.35,-0.27,-0.24,-0.249,-0.344
Brendan Adams,10,210,216,27,15,12,4,7,240,89.22,2733,1793,940,37.96,11,24,1,0,1,8,66.67,19,116,94,221,havoc,2023,6.94,5.56,12.5,1.11,1.9,0.03,8.0,4.0,13.0,5.09,11.11,11.39,134.0,0.44,0.09,0.03,12.59,0.16,1.11,0.2,0.21,0.22,8.23,4.39,0.41,5.28,-0.66,-0.73,-1.57,0.56,-0.69,0.85,-0.62,-0.71,-0.29,-0.48,1.0,-1.43,-0.72,-0.67,-0.8,-1.027,-0.344
Frankie Gomez,7,68,75,10,5,5,3,7,18,81.82,543,127,416,44.0,2,4,0,2,0,1,50.00,0,52,16,64,havoc,2023,6.67,6.67,13.33,0.24,4.41,0.1,2.0,6.0,7.0,2.67,5.33,30.17,134.0,1.0,0.22,0.09,7.41,0.34,0.29,0.44,0.5,0.36,1.9,5.58,1.38,12.61,0.46,0.34,-0.51,-0.77,0.34,-1.18,0.47,0.45,0.5,-0.02,-0.86,-0.71,2.06,0.38,-0.67,-0.463,-0.344
Xavier Fuzat,4,68,83,10,3,7,1,7,42,97.67,773,214,559,44.58,8,1,0,3,0,0,--,0,50,18,72,havoc,2023,3.61,8.43,12.05,0.51,1.47,0.1,3.0,7.0,9.0,9.64,1.2,18.4,134.0,0.91,0.18,0.08,9.35,0.38,0.53,0.38,0.48,0.3,2.72,6.69,1.12,11.56,0.28,0.01,-0.69,-0.27,0.57,-0.59,0.2,0.37,0.16,0.42,-0.62,-0.64,0.32,0.23,0.45,0.33,-0.344
Dane Bossert,10,123,111,9,2,7,5,6,32,86.49,586,-16,602,36.04,5,4,0,4,0,0,--,0,41,82,150,havoc,2023,1.8,6.31,8.11,0.29,4.07,0.05,-0.0,5.0,5.0,4.5,3.6,18.31,134.0,0.68,0.17,0.05,5.48,0.26,0.32,0.28,0.36,0.25,0.08,5.45,0.85,9.44,-0.18,-0.07,-1.22,-1.26,-0.12,-1.1,-0.26,-0.11,-0.12,-0.07,-1.4,-1.66,0.31,-0.07,-0.63,-0.667,-0.344
John Clyde,6,133,155,28,18,10,5,6,197,86.03,2313,1651,662,41.94,12,26,0,1,0,9,47.37,39,83,50,165,havoc,2023,11.61,6.45,18.06,1.27,3.76,0.05,11.0,4.0,15.0,7.74,16.77,11.74,134.0,0.61,0.12,0.04,14.77,0.23,1.26,0.3,0.28,0.32,10.48,4.32,0.57,6.94,-0.32,-0.49,-1.4,1.12,-0.29,1.22,-0.17,-0.43,0.27,-0.5,1.67,-0.95,-0.66,-0.43,-1.22,-1.354,-0.344
James Kloss,5,61,56,6,5,1,1,4,25,89.29,443,262,181,35.71,2,3,0,0,0,1,100.00,0,31,30,71,havoc,2023,8.93,1.79,10.71,0.45,1.64,0.07,5.0,3.0,8.0,3.57,5.36,17.72,134.0,1.25,0.26,0.07,8.08,0.44,0.49,0.57,0.59,0.46,4.7,3.46,1.6,16.66,0.96,0.67,-0.87,-0.59,0.92,-0.68,1.07,0.81,1.06,-0.84,-0.04,-1.7,0.22,0.96,-0.67,-0.488,-0.344
Jake Worthington,5,55,41,4,0,4,2,4,31,93.94,549,88,461,43.9,2,2,0,0,0,0,--,0,24,31,58,havoc,2023,0.0,9.76,9.76,0.76,3.64,0.07,2.0,11.0,13.0,4.88,4.88,17.71,134.0,1.61,0.37,0.09,13.02,0.59,0.78,0.65,0.85,0.59,2.46,10.67,2.12,21.8,1.67,1.57,-0.51,0.67,1.78,0.03,1.43,1.84,1.8,1.96,-0.7,-0.72,0.22,1.69,-0.51,-0.336,-0.344
Martin Cruz,4,30,33,7,1,6,0,4,26,92.86,431,36,395,42.42,1,2,0,1,0,0,--,0,23,7,33,havoc,2023,3.03,18.18,21.21,0.79,0.0,0.13,1.0,12.0,13.0,3.03,6.06,16.58,134.0,2.03,0.39,0.11,12.66,0.68,0.82,0.82,1.08,0.71,1.61,11.18,2.54,25.74,2.51,1.74,-0.16,0.58,2.29,0.13,2.21,2.76,2.47,2.16,-0.95,-0.9,0.05,2.25,-0.32,-0.159,-0.344
Owen Smith,5,80,66,6,3,3,1,4,12,80.0,334,-32,366,34.85,1,3,0,0,0,0,--,1,39,41,84,havoc,2023,4.55,4.55,9.09,0.18,1.25,0.05,-0.0,6.0,5.0,1.52,4.55,27.83,134.0,1.07,0.23,0.06,5.41,0.37,0.24,0.46,0.54,0.39,-0.1,5.58,1.52,14.49,0.6,0.42,-1.04,-1.28,0.51,-1.3,0.56,0.61,0.67,-0.02,-1.45,-1.81,1.72,0.65,-0.94,-0.744,-0.344
Cameron Brock,12,266,298,55,17,38,1,45,277,95.19,4204,1037,3167,62.08,20,11,0,0,0,0,--,0,260,6,303,alleycats,2023,5.7,12.75,18.46,0.93,0.38,0.17,3.0,11.0,14.0,6.71,3.69,15.18,215.0,0.41,0.05,0.15,14.04,0.15,0.93,0.16,0.24,0.12,3.5,10.55,0.31,4.12,-0.72,-1.06,0.54,0.93,-0.75,0.4,-0.81,-0.59,-0.86,1.92,-0.39,1.46,-0.15,-0.83,0.58,0.689,0.297
Levi Jacobs,13,247,286,50,25,25,2,42,197,94.26,4289,1158,3131,59.79,17,10,0,0,0,6,60.00,0,242,5,285,alleycats,2023,8.74,8.74,17.48,0.69,0.81,0.17,4.0,11.0,15.0,5.94,3.5,21.77,215.0,0.41,0.06,0.14,14.91,0.14,0.69,0.19,0.21,0.12,4.07,10.86,0.35,4.23,-0.72,-0.98,0.37,1.16,-0.81,-0.19,-0.67,-0.71,-0.86,2.04,-0.22,1.19,0.82,-0.82,0.44,0.507,0.297
Keegan North,12,249,268,56,41,15,5,40,371,95.13,3913,2482,1431,57.09,27,17,0,4,0,12,66.67,0,220,29,273,alleycats,2023,15.3,5.6,20.9,1.38,2.01,0.16,9.0,5.0,15.0,10.07,6.34,10.55,215.0,0.46,0.07,0.15,14.52,0.19,1.38,0.26,0.18,0.15,9.18,5.35,0.33,4.46,-0.62,-0.9,0.54,1.06,-0.52,1.51,-0.35,-0.83,-0.69,-0.1,1.28,0.86,-0.84,-0.78,0.82,0.924,0.297
Rick Gross,13,256,278,45,19,26,5,40,346,97.19,4494,1811,2683,61.51,25,8,0,2,0,4,66.67,0,232,24,298,alleycats,2023,6.83,9.35,16.19,1.24,1.95,0.16,7.0,10.0,16.0,8.99,2.88,12.99,215.0,0.41,0.07,0.14,16.06,0.18,1.24,0.17,0.22,0.12,6.49,9.59,0.33,4.39,-0.72,-0.9,0.37,1.45,-0.58,1.17,-0.76,-0.67,-0.86,1.54,0.49,1.39,-0.48,-0.79,0.99,1.166,0.297
Travis Carpenter,12,246,280,46,35,11,3,33,498,96.89,4243,3675,568,57.14,30,14,1,2,0,11,68.75,1,237,9,277,alleycats,2023,12.5,3.93,16.43,1.78,1.22,0.13,13.0,2.0,15.0,10.71,5.0,8.52,215.0,0.41,0.06,0.12,15.06,0.19,1.76,0.23,0.16,0.14,12.98,2.1,0.31,4.29,-0.72,-0.98,0.01,1.19,-0.52,2.45,-0.49,-0.91,-0.75,-1.37,2.4,0.87,-1.14,-0.81,1.19,1.351,0.297
William Wettengel,14,205,122,13,4,9,22,28,50,87.72,953,333,620,50.82,6,7,0,0,0,1,50.00,2,14,191,222,alleycats,2023,3.28,7.38,10.66,0.41,10.73,0.14,3.0,5.0,8.0,4.92,5.74,19.06,215.0,0.65,0.29,0.22,7.9,0.24,0.43,0.27,0.35,0.25,2.82,5.12,0.78,9.19,-0.24,0.91,1.78,-0.64,-0.23,-0.83,-0.3,-0.15,-0.12,-0.19,-0.59,0.11,0.42,-0.11,-0.55,-0.559,0.297
Seth Gudeman,14,222,145,15,5,10,15,26,75,96.15,937,19,918,49.66,4,3,0,1,0,1,100.00,11,40,182,262,alleycats,2023,3.45,6.9,10.34,0.52,6.76,0.12,0.0,6.0,6.0,2.76,2.07,12.49,215.0,0.57,0.2,0.17,6.58,0.19,0.53,0.23,0.3,0.19,0.29,6.32,0.62,8.05,-0.4,0.17,0.89,-0.98,-0.52,-0.59,-0.49,-0.35,-0.46,0.27,-1.34,-0.03,-0.55,-0.27,-0.34,-0.375,0.297
Jeremy Keusch,12,238,274,39,11,28,4,24,199,94.76,3028,841,2187,58.76,12,11,0,8,0,0,--,0,229,9,266,alleycats,2023,4.01,10.22,14.23,0.73,1.68,0.1,3.0,8.0,11.0,4.38,4.01,15.22,215.0,0.39,0.07,0.09,11.03,0.13,0.73,0.15,0.23,0.13,3.1,7.95,0.34,4.34,-0.76,-0.9,-0.51,0.16,-0.86,-0.09,-0.85,-0.63,-0.8,0.91,-0.51,1.06,-0.15,-0.8,0.07,0.078,0.297
Xavier Payne,11,250,265,40,24,16,3,22,470,94.95,4139,2782,1357,57.74,26,20,0,1,0,14,66.67,14,210,40,279,alleycats,2023,9.06,6.04,15.09,1.77,1.2,0.09,10.0,5.0,16.0,9.81,7.55,8.81,215.0,0.41,0.07,0.08,15.51,0.19,1.76,0.2,0.19,0.17,10.4,5.14,0.33,4.53,-0.72,-0.9,-0.69,1.31,-0.52,2.45,-0.62,-0.79,-0.58,-0.19,1.64,0.94,-1.1,-0.77,0.54,0.615,0.297
Nick Hutton,12,196,109,18,15,3,15,21,101,89.38,735,867,-132,55.05,4,10,0,2,0,4,57.14,95,2,194,225,alleycats,2023,13.76,2.75,16.51,0.93,7.65,0.11,8.0,-1.0,7.0,3.67,9.17,7.28,215.0,0.77,0.26,0.18,6.89,0.25,0.93,0.39,0.33,0.31,7.82,-0.89,0.77,10.26,0.0,0.67,1.07,-0.9,-0.18,0.4,0.24,-0.23,0.21,-2.53,0.88,0.62,-1.32,0.04,-0.74,-0.757,0.297
Carter Rae,8,119,101,24,19,5,3,20,186,94.9,1723,1313,410,56.44,11,7,0,0,1,5,100.00,6,58,61,137,alleycats,2023,18.81,4.95,23.76,1.84,2.52,0.17,13.0,4.0,17.0,10.89,6.93,9.26,215.0,0.89,0.17,0.19,16.73,0.34,1.8,0.46,0.38,0.3,12.62,4.15,0.84,10.21,0.24,-0.07,1.25,1.62,0.34,2.55,0.56,-0.03,0.16,-0.57,2.3,0.79,-1.03,0.04,1.15,0.918,0.297
Conner Henderson,11,154,117,20,8,12,4,18,75,93.75,1145,392,753,58.97,10,4,0,2,0,3,60.00,0,58,96,170,alleycats,2023,6.84,10.26,17.09,0.64,2.6,0.12,3.0,6.0,10.0,8.55,3.42,15.27,215.0,0.74,0.16,0.15,9.8,0.29,0.66,0.31,0.39,0.24,3.42,6.42,0.78,9.14,-0.06,-0.16,0.54,-0.15,0.05,-0.26,-0.12,0.01,-0.18,0.31,-0.41,1.09,-0.14,-0.12,0.39,0.347,0.297
Fletcher Hare,11,170,101,11,3,8,7,15,46,92.0,604,188,416,51.49,2,3,0,0,0,1,100.00,15,19,151,177,alleycats,2023,2.97,7.92,10.89,0.46,4.12,0.09,2.0,4.0,6.0,1.98,2.97,13.13,215.0,0.76,0.21,0.14,6.17,0.25,0.48,0.31,0.41,0.26,2.01,4.21,0.88,10.58,-0.02,0.26,0.37,-1.08,-0.18,-0.71,-0.12,0.09,-0.07,-0.55,-0.83,0.19,-0.46,0.09,-0.26,-0.236,0.297
Jeremiah Branson,11,154,123,19,14,5,3,14,156,95.12,1672,1296,376,58.54,11,8,1,0,0,3,75.00,0,59,95,169,alleycats,2023,11.38,4.07,15.45,1.27,1.95,0.09,11.0,3.0,14.0,8.94,6.5,10.72,215.0,0.7,0.14,0.11,13.45,0.28,1.26,0.34,0.31,0.26,10.32,3.17,0.71,8.7,-0.14,-0.32,-0.16,0.78,-0.0,1.22,0.02,-0.31,-0.07,-0.95,1.62,1.04,-0.81,-0.18,0.39,0.346,0.297
Lucas Coniaris,9,143,127,20,7,13,0,14,151,95.57,1664,1048,616,57.48,8,6,0,0,0,2,66.67,4,75,68,164,alleycats,2023,5.51,10.24,15.75,1.19,0.0,0.1,8.0,5.0,13.0,6.3,4.72,11.02,215.0,0.68,0.11,0.11,12.98,0.25,1.18,0.28,0.36,0.23,8.13,4.89,0.69,8.4,-0.18,-0.57,-0.16,0.66,-0.18,1.02,-0.26,-0.11,-0.24,-0.28,0.97,0.91,-0.77,-0.22,0.63,0.55,0.297
Jacob Fella,12,205,107,13,1,12,7,13,60,90.91,967,256,711,53.27,9,5,0,2,0,2,100.00,0,3,202,224,alleycats,2023,0.93,11.21,12.15,0.56,3.41,0.06,2.0,7.0,9.0,8.41,4.67,16.12,215.0,0.74,0.2,0.12,9.08,0.3,0.58,0.28,0.42,0.27,2.51,6.62,0.86,10.44,-0.06,0.17,0.01,-0.34,0.11,-0.46,-0.26,0.13,-0.01,0.39,-0.68,0.4,-0.02,0.07,-0.13,-0.133,0.297
Ben Close,14,201,108,10,4,6,4,12,56,96.55,750,223,527,50.0,3,2,0,0,0,0,--,5,0,201,231,alleycats,2023,3.7,5.56,9.26,0.52,1.99,0.06,2.0,5.0,7.0,2.78,1.85,13.39,215.0,0.71,0.17,0.11,7.08,0.25,0.54,0.3,0.36,0.24,2.19,4.93,0.83,10.41,-0.12,-0.07,-0.16,-0.85,-0.18,-0.56,-0.17,-0.11,-0.18,-0.27,-0.78,0.01,-0.42,0.06,-0.19,-0.197,0.297
Jeffrey Burris,6,82,51,9,1,8,1,9,23,95.83,442,96,346,68.63,2,1,0,0,0,0,--,1,18,64,93,alleycats,2023,1.96,15.69,17.65,0.45,1.22,0.11,2.0,7.0,9.0,3.92,1.96,19.22,215.0,1.41,0.29,0.16,8.79,0.48,0.5,0.55,0.77,0.46,2.16,6.71,1.77,18.54,1.27,0.91,0.72,-0.41,1.15,-0.66,0.98,1.52,1.06,0.42,-0.79,2.25,0.44,1.22,0.29,0.191,0.297
Will Quigley,8,108,62,5,3,2,4,9,28,100.0,309,99,210,53.23,2,0,0,0,0,0,--,0,1,107,122,alleycats,2023,4.84,3.23,8.06,0.45,3.7,0.08,2.0,3.0,5.0,3.23,0.0,11.04,215.0,1.12,0.28,0.13,5.36,0.4,0.49,0.49,0.55,0.37,1.85,3.58,1.36,15.93,0.7,0.83,0.19,-1.29,0.69,-0.68,0.7,0.65,0.55,-0.79,-0.88,0.4,-0.77,0.85,-0.02,-0.015,0.297
Joey Cari,8,101,68,6,2,4,2,8,81,97.59,472,347,125,58.82,4,0,0,0,0,0,--,0,27,74,125,alleycats,2023,2.94,5.88,8.82,1.19,1.98,0.08,5.0,2.0,7.0,5.88,0.0,5.83,215.0,1.04,0.23,0.11,7.15,0.4,1.18,0.44,0.53,0.34,5.1,2.12,1.18,14.66,0.54,0.42,-0.16,-0.83,0.69,1.02,0.47,0.57,0.38,-1.36,0.08,1.07,-1.54,0.67,0.69,0.526,0.297
Sean McDougall,14,339,397,92,38,54,13,87,280,93.65,5307,1358,3949,54.41,25,17,0,1,0,9,60.00,0,294,45,381,aviators,2023,9.57,13.6,23.17,0.71,3.83,0.26,3.0,10.0,13.0,6.3,4.28,18.95,230.0,0.4,0.07,0.22,13.33,0.12,0.71,0.17,0.22,0.1,3.44,9.9,0.25,3.3,-0.74,-0.9,1.78,0.75,-0.92,-0.14,-0.76,-0.67,-0.97,1.66,-0.41,0.54,0.4,-0.95,0.61,0.785,0.04
