Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,BLK/PP %,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,team_avg_min,SCR_adj,BLK_adj,+/-_adj,Y_adj,HA_adj,Cmp_adj,AST_adj,GLS_adj,T_adj,TY_adj,RY_adj,Y/CMP_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,Offensive_Value,Score
David Cox,10,190,251,27,10,17,6,11,119,87.5,2498,1027,1471,37.05,15,16,0,6,1,6,33.33,0,187,3,199,mechanix,2025,3.98,6.77,10.76,0.47,3.16,0.06,4.0,6.0,10.0,5.98,6.37,20.99,144.0,0.38,0.08,0.04,9.97,0.18,0.48,0.16,0.2,0.14,4.11,5.86,0.41,-0.74,-0.78,-1.32,-0.15,-0.67,-0.74,-0.78,-0.71,-0.59,0.05,-0.22,-1.39,0.46,-0.47,-0.553
Luke Marks,12,184,130,16,10,6,22,30,45,90.0,619,325,294,51.54,2,5,0,3,0,2,50.00,27,4,180,194,radicals,2025,7.69,4.62,12.31,0.35,11.96,0.16,2.0,2.0,5.0,1.54,3.85,13.76,192.0,0.64,0.27,0.22,4.99,0.24,0.37,0.3,0.3,0.19,2.59,2.4,0.73,-0.26,0.65,1.6,-1.37,-0.41,-1.02,-0.18,-0.34,-0.26,-1.31,-0.66,0.14,-0.31,-0.55,-0.553
Joe Molder,9,107,71,4,2,2,4,7,12,92.31,314,26,288,46.48,0,1,0,0,0,0,--,0,13,94,113,thunderbirds,2025,2.82,2.82,5.63,0.17,3.74,0.07,0.0,4.0,4.0,0.0,1.41,26.17,152.0,0.97,0.25,0.09,4.86,0.39,0.22,0.42,0.49,0.28,0.67,4.18,1.46,0.34,0.5,-0.51,-1.4,0.24,-1.4,0.33,0.34,0.33,-0.61,-1.21,-0.39,1.02,-0.65,-0.56
James Pollard,15,275,229,30,16,14,16,28,91,83.49,2074,880,1194,47.6,10,14,1,4,1,9,50.00,158,79,196,298,windchill,2025,6.99,6.11,13.1,0.4,5.82,0.1,4.0,5.0,9.0,4.37,6.11,22.79,247.0,0.43,0.13,0.12,9.1,0.17,0.41,0.2,0.21,0.15,3.87,5.23,0.46,-0.65,-0.4,-0.02,-0.37,-0.71,-0.92,-0.61,-0.67,-0.52,-0.19,-0.29,-0.27,0.66,-0.52,-0.571
Tony Mounga,12,178,110,24,14,10,10,22,61,84.72,1184,739,445,56.36,4,11,0,1,0,6,60.00,1,5,173,203,shred,2025,12.73,9.09,21.82,0.55,5.62,0.12,7.0,4.0,11.0,3.64,10.0,19.41,214.0,0.82,0.22,0.19,10.77,0.3,0.57,0.38,0.39,0.27,6.64,4.13,0.91,0.07,0.28,1.11,0.04,-0.15,-0.51,0.16,-0.02,0.26,-0.63,0.51,0.65,0.29,-0.59,-0.575
Emmet Shipway,11,159,150,18,2,16,4,12,128,91.43,1328,842,486,47.33,3,9,0,1,0,1,50.00,2,79,80,185,cascades,2025,1.33,10.67,12.0,0.85,2.52,0.08,6.0,3.0,9.0,2.0,6.0,10.38,177.0,0.57,0.12,0.08,8.92,0.21,0.86,0.21,0.33,0.19,5.59,3.33,0.62,-0.39,-0.48,-0.67,-0.41,-0.54,0.23,-0.57,-0.24,-0.26,-0.94,0.21,-0.3,-0.67,-0.58,-0.593
Sam Alston,11,114,65,7,4,3,7,11,31,91.18,291,39,252,53.85,3,3,0,0,0,0,--,55,1,113,126,empire,2025,6.15,4.62,10.77,0.48,6.14,0.1,1.0,4.0,4.0,4.62,4.62,9.39,213.0,1.1,0.31,0.16,4.94,0.47,0.51,0.49,0.54,0.33,0.91,4.03,1.35,0.58,0.96,0.63,-1.38,0.59,-0.66,0.63,0.52,0.65,-0.67,-1.14,0.39,-0.78,-0.78,-0.6
Robby Davenport,12,159,127,18,7,11,4,9,125,89.93,1428,793,635,42.52,12,12,0,1,0,3,50.00,2,44,115,165,alleycats,2025,5.51,8.66,14.17,0.98,2.52,0.06,6.0,5.0,11.0,9.45,9.45,11.42,164.0,0.67,0.14,0.07,11.23,0.32,0.98,0.28,0.35,0.24,6.2,5.04,0.73,-0.21,-0.33,-0.83,0.15,-0.06,0.54,-0.27,-0.16,0.07,-0.27,0.38,-0.81,-0.56,-0.61,-0.612
Cy Toriello,12,189,132,12,5,7,8,13,80,91.95,863,402,461,40.91,4,6,0,1,0,2,66.67,4,38,151,218,aviators,2025,3.79,5.3,9.09,0.61,4.23,0.07,3.0,3.0,7.0,3.03,4.55,10.79,175.0,0.6,0.17,0.09,6.7,0.25,0.62,0.26,0.31,0.19,3.12,3.58,0.7,-0.34,-0.1,-0.51,-0.95,-0.37,-0.38,-0.35,-0.31,-0.26,-0.84,-0.5,-0.98,-0.63,-0.55,-0.614
Owen Shaff,12,173,107,8,3,5,10,10,37,86.05,890,280,610,32.71,3,5,0,3,0,2,66.67,0,26,147,204,aviators,2025,2.8,4.67,7.48,0.35,5.78,0.06,3.0,6.0,8.0,2.8,4.67,24.05,175.0,0.7,0.22,0.09,8.44,0.29,0.38,0.29,0.36,0.22,2.72,5.71,0.97,-0.15,0.28,-0.51,-0.53,-0.19,-0.99,-0.22,-0.13,-0.07,-0.01,-0.62,-1.84,0.79,-0.57,-0.615
Maxwell Hume,13,185,110,16,3,13,6,14,50,89.29,821,212,609,57.27,3,6,0,2,0,0,--,0,12,173,219,growlers,2025,2.73,11.82,14.55,0.45,3.24,0.08,2.0,6.0,7.0,2.73,5.45,16.42,223.0,0.75,0.18,0.12,7.62,0.29,0.48,0.29,0.42,0.23,2.06,5.56,0.88,-0.06,-0.03,-0.02,-0.73,-0.19,-0.74,-0.22,0.09,0.0,-0.06,-0.81,0.75,-0.03,-0.63,-0.624
Joe Leibforth,10,161,107,9,4,5,6,11,22,73.33,479,115,364,52.34,2,4,0,0,0,0,0.00,0,0,161,182,radicals,2025,3.74,4.67,8.41,0.21,3.73,0.07,1.0,3.0,4.0,1.87,3.74,21.77,192.0,0.71,0.19,0.1,4.77,0.29,0.24,0.3,0.36,0.21,1.25,3.52,0.95,-0.14,0.05,-0.34,-1.42,-0.19,-1.35,-0.18,-0.13,-0.13,-0.87,-1.04,0.23,0.55,-0.66,-0.643
Max Williams,14,236,171,12,5,7,14,18,60,89.55,1166,439,727,46.2,2,7,0,1,0,2,66.67,0,29,207,253,spiders,2025,2.92,4.09,7.02,0.35,5.93,0.08,3.0,4.0,7.0,1.17,4.09,19.43,204.0,0.47,0.16,0.1,6.94,0.18,0.37,0.2,0.24,0.15,2.64,4.3,0.59,-0.58,-0.18,-0.34,-0.89,-0.67,-1.02,-0.61,-0.56,-0.52,-0.56,-0.64,-0.42,0.3,-0.58,-0.646
Andres Rodriguez,7,80,51,5,3,2,5,5,38,86.36,459,250,209,54.9,4,4,0,1,0,0,--,3,3,77,109,phoenix,2025,5.88,3.92,9.8,0.75,6.25,0.06,5.0,4.0,9.0,7.84,7.84,12.08,179.0,1.34,0.36,0.09,9.18,0.61,0.77,0.59,0.66,0.43,4.91,4.27,1.73,1.02,1.34,-0.51,-0.35,1.2,0.0,1.06,0.96,1.3,-0.57,0.01,0.5,-0.49,-0.84,-0.655
Jake Murray,7,101,76,5,3,2,4,4,59,89.39,595,410,185,42.11,6,5,0,0,0,1,100.00,1,21,80,111,thunderbirds,2025,3.95,2.63,6.58,0.78,3.96,0.04,5.0,2.0,8.0,7.89,6.58,10.08,152.0,0.93,0.23,0.05,8.02,0.44,0.79,0.41,0.46,0.31,5.37,2.65,1.17,0.27,0.35,-1.16,-0.63,0.46,0.06,0.29,0.23,0.52,-1.21,0.14,-0.85,-0.7,-0.77,-0.658
Kennith Taylor,11,196,89,10,5,5,10,12,83,91.21,721,542,179,58.43,10,7,0,1,0,3,75.00,6,1,195,204,hustle,2025,5.62,5.62,11.24,0.93,5.1,0.06,6.0,2.0,8.0,11.24,7.87,8.69,210.0,0.85,0.27,0.13,8.26,0.43,0.94,0.37,0.43,0.29,6.03,2.22,1.0,0.12,0.65,0.14,-0.57,0.42,0.44,0.12,0.13,0.39,-1.38,0.33,0.87,-0.85,-0.67,-0.66
Quinn Buermeyer,12,253,321,25,3,22,4,12,228,93.06,2337,782,1555,38.63,14,14,0,3,0,1,25.00,0,244,9,308,steel,2025,0.93,6.85,7.79,0.71,1.58,0.05,2.0,5.0,7.0,4.36,4.36,10.25,163.0,0.29,0.06,0.04,7.34,0.13,0.71,0.1,0.17,0.1,2.48,4.86,0.29,-0.91,-0.93,-1.32,-0.8,-0.89,-0.15,-1.04,-0.81,-0.85,-0.34,-0.69,-1.22,-0.69,-0.49,-0.674
Raphaël Lalonde-Landry,12,199,134,9,4,5,11,14,87,94.57,576,74,502,47.01,5,4,0,2,0,0,--,0,39,160,220,royal,2025,2.99,3.73,6.72,0.65,5.53,0.07,1.0,4.0,4.0,3.73,2.99,6.62,172.0,0.57,0.19,0.1,4.54,0.25,0.66,0.24,0.29,0.17,0.71,3.83,0.66,-0.39,0.05,-0.34,-1.48,-0.37,-0.28,-0.44,-0.38,-0.39,-0.74,-1.2,-0.33,-1.07,-0.6,-0.679
Eric Witmer,10,154,91,3,3,0,8,7,59,95.16,459,324,135,49.45,5,3,0,1,0,0,--,0,17,137,188,phoenix,2025,3.3,0.0,3.3,0.65,5.19,0.05,4.0,1.0,5.0,5.49,3.3,7.78,179.0,0.76,0.24,0.07,5.35,0.36,0.67,0.34,0.36,0.24,3.64,1.72,0.97,-0.04,0.43,-0.83,-1.28,0.11,-0.25,-0.01,-0.13,0.07,-1.57,-0.35,-0.08,-0.95,-0.67,-0.687
Alex Janelle,9,97,58,7,5,2,8,9,39,84.78,577,366,211,51.72,4,6,1,0,0,4,66.67,45,0,97,103,sol,2025,8.62,3.45,12.07,0.67,8.25,0.09,6.0,4.0,10.0,6.9,10.34,14.79,193.0,1.22,0.37,0.14,10.03,0.54,0.7,0.56,0.59,0.41,6.21,3.83,1.58,0.8,1.41,0.3,-0.14,0.89,-0.17,0.94,0.7,1.17,-0.74,0.38,0.16,-0.2,-0.95,-0.694
Ben Close,9,145,132,11,5,6,6,8,103,91.15,1186,529,657,41.67,6,9,0,0,0,2,100.00,26,64,81,154,alleycats,2025,3.79,4.55,8.33,0.78,4.14,0.06,4.0,5.0,9.0,4.55,6.82,11.51,164.0,0.59,0.15,0.06,9.06,0.26,0.79,0.26,0.3,0.21,4.04,5.01,0.7,-0.36,-0.25,-0.99,-0.38,-0.32,0.06,-0.35,-0.34,-0.13,-0.28,-0.24,-0.9,-0.55,-0.72,-0.698
Shashank Alladi,12,172,92,9,4,5,5,8,70,92.11,544,299,245,48.91,6,5,1,1,0,3,100.00,0,6,166,192,empire,2025,4.35,5.43,9.78,0.76,2.91,0.05,3.0,3.0,6.0,6.52,5.43,7.77,213.0,0.81,0.21,0.08,6.18,0.37,0.77,0.35,0.41,0.26,3.34,2.84,0.96,0.05,0.2,-0.67,-1.08,0.15,0.0,0.03,0.05,0.2,-1.13,-0.44,-0.13,-0.95,-0.74,-0.703
Will Dillender-Kinast,4,61,41,2,0,2,6,4,11,84.62,200,83,117,43.9,2,2,0,2,0,0,--,0,9,52,67,steel,2025,0.0,4.88,4.88,0.27,9.84,0.07,2.0,3.0,5.0,4.88,4.88,18.18,163.0,1.57,0.46,0.09,5.54,0.7,0.35,0.65,0.8,0.48,2.35,3.2,2.24,1.44,2.09,-0.51,-1.23,1.59,-1.07,1.32,1.46,1.63,-0.99,-0.72,-0.66,0.16,-1.1,-0.705
Chris Wilson,11,154,114,7,5,2,4,6,62,92.54,627,83,544,31.58,4,4,0,1,0,0,--,0,42,112,184,bighorns,2025,4.39,1.75,6.14,0.54,2.6,0.04,1.0,5.0,6.0,3.51,3.51,10.11,142.0,0.65,0.16,0.05,5.73,0.29,0.56,0.29,0.31,0.2,0.91,4.82,0.8,-0.25,-0.18,-1.16,-1.19,-0.19,-0.53,-0.22,-0.31,-0.2,-0.36,-1.14,-1.96,-0.7,-0.62,-0.706
John Wellers,10,156,70,4,1,3,8,9,21,91.3,284,-11,295,62.86,2,2,0,1,0,0,--,0,1,155,170,flyers,2025,1.43,4.29,5.71,0.3,5.13,0.06,-0.0,4.0,4.0,2.86,2.86,13.52,175.0,0.99,0.31,0.12,4.52,0.43,0.35,0.41,0.51,0.29,0.19,4.33,1.31,0.38,0.96,-0.02,-1.48,0.42,-1.07,0.29,0.41,0.39,-0.55,-1.35,1.34,-0.34,-0.73,-0.719
Blake Jordan,2,37,33,1,1,0,2,0,28,90.32,300,250,50,21.21,1,3,0,0,0,1,100.00,13,18,19,37,bighorns,2025,3.03,0.0,3.03,0.85,5.41,0.0,8.0,2.0,9.0,3.03,9.09,10.71,142.0,1.87,0.45,0.0,9.34,0.82,0.87,0.82,0.92,0.61,7.24,2.11,2.52,1.99,2.02,-1.97,-0.31,2.11,0.26,2.05,1.89,2.48,-1.42,0.68,-3.06,-0.64,-1.41,-0.72
Cooper Williams,10,175,108,10,3,7,9,15,38,88.37,582,87,495,50.93,1,4,0,0,0,0,0.00,11,15,160,202,flyers,2025,2.78,6.48,9.26,0.35,5.14,0.09,1.0,5.0,5.0,0.93,3.7,15.32,175.0,0.71,0.21,0.13,5.64,0.27,0.38,0.29,0.37,0.21,0.99,4.65,0.89,-0.14,0.2,0.14,-1.21,-0.28,-0.99,-0.22,-0.09,-0.13,-0.42,-1.12,0.08,-0.14,-0.67,-0.72
Will Hoffenkamp,10,230,259,34,22,12,5,6,488,92.95,3497,2522,975,44.79,30,29,0,4,0,3,37.50,2,204,26,243,thunderbirds,2025,8.49,4.63,13.13,1.88,2.17,0.03,10.0,4.0,14.0,11.58,11.2,7.17,152.0,0.39,0.08,0.02,13.45,0.23,1.87,0.2,0.18,0.19,9.65,3.81,0.35,-0.72,-0.78,-1.64,0.7,-0.45,2.82,-0.61,-0.78,-0.26,-0.75,1.37,-0.57,-1.02,-0.57,-0.721
Aidan Curry,7,93,72,8,4,4,6,10,24,85.71,251,46,205,48.61,2,4,0,0,0,0,--,39,0,93,113,spiders,2025,5.56,5.56,11.11,0.33,6.45,0.11,1.0,3.0,3.0,2.78,5.56,10.46,204.0,1.01,0.27,0.13,3.97,0.42,0.38,0.44,0.51,0.31,0.92,3.05,1.24,0.41,0.65,0.14,-1.62,0.37,-0.99,0.42,0.41,0.52,-1.05,-1.14,-0.17,-0.66,-0.97,-0.722
Max Sheppard,13,175,162,22,11,11,6,12,98,85.96,1462,643,819,53.7,6,14,0,2,0,8,47.06,33,111,64,187,empire,2025,6.79,6.79,13.58,0.6,3.43,0.07,4.0,5.0,9.0,3.7,8.64,14.92,213.0,0.55,0.13,0.07,9.08,0.22,0.62,0.25,0.28,0.2,4.0,5.08,0.6,-0.43,-0.4,-0.83,-0.37,-0.5,-0.38,-0.4,-0.42,-0.2,-0.25,-0.25,0.37,-0.19,-0.78,-0.731
Thomas Lalonde-Landry,12,226,153,17,8,9,7,16,90,90.0,1011,538,473,49.02,6,8,0,0,0,1,100.00,0,39,187,258,royal,2025,5.23,5.88,11.11,0.59,3.1,0.07,4.0,3.0,7.0,3.92,5.23,11.23,172.0,0.55,0.14,0.1,6.75,0.23,0.6,0.24,0.28,0.18,3.56,3.18,0.61,-0.43,-0.33,-0.34,-0.94,-0.45,-0.43,-0.44,-0.42,-0.33,-1.0,-0.38,-0.12,-0.58,-0.6,-0.735
Matthew Rehder,10,176,198,29,13,16,5,14,120,84.51,2183,1008,1175,50.0,5,19,0,1,0,1,25.00,0,162,14,177,windchill,2025,6.57,8.08,14.65,0.61,2.84,0.08,5.0,6.0,11.0,2.53,9.6,18.19,247.0,0.49,0.1,0.07,11.02,0.17,0.62,0.21,0.25,0.19,5.09,5.94,0.51,-0.54,-0.63,-0.83,0.1,-0.71,-0.38,-0.57,-0.52,-0.26,0.08,0.06,-0.02,0.16,-0.87,-0.736
Ryan Hiser,8,162,214,23,20,3,8,4,243,90.67,3039,2134,905,35.51,19,23,0,4,0,20,68.97,5,153,9,188,bighorns,2025,9.35,1.4,10.75,1.14,4.94,0.02,10.0,4.0,14.0,8.88,10.75,12.51,142.0,0.42,0.11,0.02,14.13,0.22,1.13,0.23,0.17,0.2,9.86,4.27,0.45,-0.67,-0.56,-1.64,0.86,-0.5,0.92,-0.48,-0.81,-0.2,-0.57,1.43,-1.55,-0.44,-0.65,-0.748
Alexandre Fall,12,171,103,7,2,5,9,11,31,88.57,591,-27,618,46.6,2,4,0,1,0,0,--,0,3,168,205,breeze,2025,1.94,4.85,6.8,0.3,5.26,0.06,-0.0,6.0,6.0,1.94,3.88,19.06,202.0,0.71,0.22,0.1,5.98,0.3,0.33,0.3,0.37,0.22,-0.02,6.0,0.96,-0.14,0.28,-0.34,-1.13,-0.15,-1.12,-0.18,-0.09,-0.07,0.11,-1.41,-0.38,0.26,-0.75,-0.756
Adrian Cisneros,8,103,75,5,0,5,2,2,21,87.5,448,48,400,32.0,2,3,0,2,0,0,--,1,38,65,114,bighorns,2025,0.0,6.67,6.67,0.28,1.94,0.02,1.0,5.0,6.0,2.67,4.0,21.33,142.0,0.94,0.21,0.02,6.29,0.4,0.32,0.38,0.5,0.29,0.91,5.38,1.33,0.29,0.2,-1.64,-1.05,0.29,-1.15,0.16,0.38,0.39,-0.14,-1.14,-1.92,0.5,-0.85,-0.762
Sam VanDusen,12,214,141,24,17,7,10,17,122,87.14,1634,1167,467,54.61,15,16,0,1,0,5,35.71,127,20,194,216,apex,2025,12.06,4.96,17.02,0.87,4.67,0.08,8.0,3.0,12.0,10.64,11.35,13.39,194.0,0.64,0.17,0.12,11.57,0.31,0.87,0.32,0.29,0.25,8.16,3.4,0.67,-0.26,-0.1,-0.02,0.24,-0.11,0.26,-0.1,-0.38,0.13,-0.91,0.94,0.47,-0.35,-0.73,-0.77
Jake Anderson,6,62,40,1,0,1,1,1,3,75.0,76,-11,87,25.0,0,1,0,0,0,0,0.00,0,9,53,63,bighorns,2025,0.0,2.5,2.5,0.08,1.61,0.02,-0.0,2.0,2.0,0.0,2.5,25.33,142.0,1.58,0.36,0.02,2.91,0.67,0.18,0.67,0.8,0.47,0.31,2.6,2.45,1.46,1.34,-1.64,-1.88,1.46,-1.5,1.41,1.46,1.57,-1.23,-1.31,-2.66,0.93,-1.17,-0.779
Eric Nardelli,11,112,67,4,0,4,6,7,33,94.29,249,83,166,44.78,1,2,0,1,0,0,--,0,11,101,138,phoenix,2025,0.0,5.97,5.97,0.49,5.36,0.06,1.0,2.0,4.0,1.49,2.99,7.55,179.0,1.03,0.29,0.1,4.22,0.43,0.53,0.42,0.54,0.31,1.5,2.72,1.29,0.45,0.81,-0.34,-1.56,0.42,-0.61,0.33,0.52,0.52,-1.18,-0.97,-0.57,-0.97,-0.89,-0.781
Brandon Adibe,9,128,55,6,1,5,3,5,6,66.67,380,48,332,45.45,0,3,0,1,0,0,--,0,5,123,141,rush,2025,1.82,9.09,10.91,0.11,2.34,0.04,1.0,6.0,7.0,0.0,5.45,63.33,174.0,1.27,0.3,0.08,7.25,0.5,0.18,0.52,0.67,0.38,1.22,6.03,2.47,0.89,0.88,-0.67,-0.82,0.72,-1.5,0.76,0.99,0.98,0.12,-1.05,-0.5,4.99,-0.88,-0.792
Braden Distel,11,183,174,13,6,7,11,15,68,87.18,1411,423,988,31.03,6,9,0,0,0,3,60.00,0,93,90,214,bighorns,2025,3.45,4.02,7.47,0.39,6.01,0.08,2.0,6.0,8.0,3.45,5.17,20.75,142.0,0.46,0.15,0.08,8.19,0.2,0.41,0.2,0.23,0.16,2.5,5.69,0.59,-0.59,-0.25,-0.67,-0.59,-0.58,-0.92,-0.61,-0.6,-0.46,-0.01,-0.68,-2.02,0.44,-0.66,-0.81
Antoine Rousseau,7,106,84,9,6,3,6,6,79,89.77,754,645,109,44.05,3,8,0,1,0,2,50.00,67,22,84,131,royal,2025,7.14,3.57,10.71,0.94,5.66,0.06,8.0,1.0,9.0,3.57,9.52,9.54,172.0,0.89,0.24,0.07,9.09,0.37,0.94,0.4,0.43,0.31,7.53,1.56,1.06,0.19,0.43,-0.83,-0.37,0.15,0.44,0.25,0.13,0.52,-1.64,0.76,-0.65,-0.76,-0.93,-0.812
Drew Happe,5,73,59,7,5,2,5,5,56,90.32,604,310,294,38.98,1,6,0,1,0,1,33.33,29,25,48,77,alleycats,2025,8.47,3.39,11.86,0.95,6.85,0.07,5.0,5.0,10.0,1.69,10.17,10.79,164.0,1.2,0.31,0.08,10.3,0.48,0.95,0.55,0.58,0.41,5.23,5.06,1.5,0.76,0.96,-0.67,-0.07,0.63,0.46,0.89,0.67,1.17,-0.26,0.1,-1.18,-0.63,-1.21,-0.829
Connor Garrison,3,30,21,0,0,0,2,1,6,85.71,46,17,29,14.29,0,1,0,0,0,0,--,0,0,30,38,bighorns,2025,0.0,0.0,0.0,0.29,6.67,0.03,1.0,1.0,2.0,0.0,4.76,7.67,142.0,2.69,0.65,0.04,3.88,1.15,0.42,1.15,1.35,0.81,1.62,2.27,3.56,3.49,3.53,-1.32,-1.64,3.54,-0.89,3.47,3.45,3.78,-1.36,-0.93,-3.79,-0.96,-1.62,-0.838
Collin Hill,8,176,243,15,9,6,6,3,218,91.21,2299,1414,885,39.51,10,16,0,2,0,4,50.00,0,176,0,189,mechanix,2025,3.7,2.47,6.17,0.9,3.41,0.02,6.0,4.0,9.0,4.12,6.58,10.55,144.0,0.34,0.08,0.01,9.49,0.16,0.9,0.16,0.17,0.15,5.8,3.69,0.39,-0.82,-0.78,-1.8,-0.27,-0.76,0.34,-0.78,-0.81,-0.52,-0.8,0.27,-1.13,-0.65,-0.74,-0.848
Noah Furrh,6,70,36,2,0,2,4,4,6,75.0,156,41,115,36.11,0,2,0,0,0,0,--,0,3,67,69,sol,2025,0.0,5.56,5.56,0.17,5.71,0.06,1.0,3.0,4.0,0.0,5.56,26.0,193.0,1.76,0.46,0.1,5.15,0.73,0.27,0.73,0.9,0.54,1.61,3.54,2.71,1.79,2.09,-0.34,-1.33,1.72,-1.27,1.67,1.82,2.02,-0.86,-0.94,-1.48,1.0,-1.42,-0.849
Harry Norris,7,76,38,7,3,4,1,4,16,80.0,389,62,327,52.63,1,4,0,0,0,0,0.00,2,4,72,86,rush,2025,7.89,10.53,18.42,0.42,1.32,0.05,2.0,9.0,10.0,2.63,10.53,24.31,174.0,1.79,0.37,0.09,10.33,0.72,0.49,0.77,0.91,0.56,2.02,8.3,2.54,1.84,1.41,-0.51,-0.07,1.67,-0.71,1.84,1.86,2.15,1.01,-0.82,0.26,0.82,-1.22,-0.858
William Coffin,10,190,135,19,12,7,13,17,102,86.44,1693,967,726,48.15,4,14,0,1,0,8,53.33,114,52,138,207,flyers,2025,8.89,5.19,14.07,0.76,6.84,0.09,7.0,5.0,13.0,2.96,10.37,16.6,175.0,0.64,0.2,0.12,12.49,0.24,0.76,0.3,0.3,0.24,7.09,5.4,0.73,-0.26,0.12,-0.02,0.46,-0.41,-0.02,-0.18,-0.34,0.07,-0.13,0.64,-0.21,-0.01,-0.79,-0.859
Adam Grossberg,8,161,122,22,17,5,7,10,111,87.4,1690,970,720,47.54,10,15,0,4,0,7,46.67,11,58,103,189,phoenix,2025,13.93,4.1,18.03,0.91,4.35,0.06,8.0,6.0,14.0,8.2,12.3,15.23,179.0,0.72,0.17,0.08,13.74,0.31,0.91,0.37,0.31,0.28,7.83,5.91,0.79,-0.12,-0.1,-0.67,0.77,-0.11,0.36,0.12,-0.31,0.33,0.07,0.85,-0.28,-0.15,-0.84,-0.863
Erik Olsen,6,68,41,0,0,0,3,2,8,88.89,63,23,40,24.39,0,1,0,0,0,0,--,0,14,54,68,mechanix,2025,0.0,0.0,0.0,0.2,4.41,0.03,1.0,1.0,2.0,0.0,2.44,7.88,144.0,1.52,0.39,0.04,2.57,0.65,0.28,0.65,0.76,0.46,1.04,1.52,2.02,1.35,1.56,-1.32,-1.96,1.37,-1.25,1.32,1.32,1.5,-1.65,-1.1,-2.72,-0.94,-1.26,-0.866
Isaac Hsu,3,35,23,1,1,0,3,2,20,90.91,101,74,27,26.09,0,2,0,0,0,1,100.00,19,1,34,41,aviators,2025,4.35,0.0,4.35,0.87,8.57,0.06,3.0,1.0,4.0,0.0,8.7,5.05,175.0,2.54,0.64,0.07,5.57,1.07,0.89,1.11,1.25,0.79,3.54,2.04,3.22,3.22,3.45,-0.83,-1.23,3.19,0.31,3.3,3.09,3.65,-1.45,-0.38,-2.54,-1.24,-1.8,-0.871
Steven Kelly,12,177,127,13,3,10,5,9,51,85.0,796,110,686,37.01,3,7,0,2,0,0,0.00,2,65,112,182,havoc,2025,2.36,7.87,10.24,0.4,2.82,0.05,1.0,5.0,6.0,2.36,5.51,15.61,152.0,0.63,0.15,0.07,6.45,0.25,0.42,0.25,0.34,0.2,1.02,5.42,0.76,-0.28,-0.25,-0.83,-1.01,-0.37,-0.89,-0.4,-0.2,-0.2,-0.12,-1.11,-1.39,-0.11,-0.8,-0.875
AJ Merriman,14,255,159,19,13,6,10,16,127,90.07,1564,760,804,45.91,5,13,0,0,0,4,36.36,152,42,213,279,breeze,2025,8.18,3.77,11.95,0.8,3.92,0.06,5.0,5.0,10.0,3.14,8.18,12.31,202.0,0.54,0.15,0.1,9.87,0.21,0.8,0.26,0.25,0.2,4.79,5.09,0.59,-0.45,-0.25,-0.34,-0.18,-0.54,0.08,-0.35,-0.52,-0.2,-0.25,-0.02,-0.45,-0.47,-0.75,-0.881
Eddie Finley,6,87,61,3,1,2,5,5,21,87.5,204,14,190,42.62,2,3,0,0,0,0,--,0,22,65,91,aviators,2025,1.64,3.28,4.92,0.34,5.75,0.06,0.0,3.0,3.0,3.28,4.92,9.71,175.0,1.11,0.3,0.08,3.92,0.48,0.39,0.47,0.56,0.35,0.59,3.33,1.44,0.6,0.88,-0.67,-1.63,0.63,-0.97,0.55,0.59,0.78,-0.94,-1.23,-0.8,-0.74,-1.24,-0.894
Brycen Williams,11,166,127,8,4,4,3,1,65,89.04,1088,362,726,33.07,5,8,0,2,0,1,100.00,1,63,103,183,bighorns,2025,3.15,3.15,6.3,0.51,1.81,0.01,3.0,6.0,9.0,3.94,6.3,16.74,142.0,0.59,0.14,0.01,8.66,0.27,0.53,0.26,0.3,0.21,2.93,5.73,0.77,-0.36,-0.33,-1.8,-0.47,-0.28,-0.61,-0.35,-0.34,-0.13,0.0,-0.56,-1.81,0.01,-0.79,-0.897
Alex Atkins,4,109,97,18,12,6,8,11,136,90.07,1104,775,329,48.45,4,13,0,2,0,6,50.00,77,20,89,129,apex,2025,12.37,6.19,18.56,1.4,7.34,0.1,8.0,3.0,11.0,4.12,13.4,8.12,194.0,0.86,0.23,0.11,11.36,0.33,1.38,0.41,0.4,0.32,7.84,3.52,0.91,0.14,0.35,-0.18,0.19,-0.02,1.56,0.29,0.02,0.59,-0.87,0.85,-0.18,-0.91,-1.11,-0.905
Sam Besse,10,177,201,12,3,9,3,2,177,93.16,1817,1197,620,30.85,4,12,0,1,0,1,25.00,2,128,49,217,bighorns,2025,1.49,4.48,5.97,0.88,1.69,0.01,6.0,3.0,9.0,1.99,5.97,10.27,142.0,0.4,0.09,0.01,9.09,0.17,0.88,0.16,0.21,0.16,5.93,3.16,0.46,-0.71,-0.71,-1.8,-0.37,-0.71,0.29,-0.78,-0.67,-0.46,-1.01,0.3,-2.04,-0.68,-0.77,-0.952
